title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
The answer is yes. The term ""perceived emergency"" is ambiguous, and the insurance company must interpret it in a way that is most favorable to the policyholder",,-3.892819404602051,-2.109121561050415,-1.546621561050415,-4.007558822631836,-1.640371561050415,-1.796621561050415,-7.624746322631836,-9.808340072631836
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The answer is yes. The term ""perceived emergency"" is ambiguous, and the insurance company must interpret it in a way that is reasonable to Joanne. In this case, Joanne",,-3.784029483795166,-1.963716983795166,-1.307466983795166,-4.284029483795166,-1.862154483795166,-1.838716983795166,-7.823091983795166,-9.741060256958008
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",controversial, yes," yes.
The answer is yes. The term ""perceived emergency"" is ambiguous, and the insurance company must interpret it in a way that is most favorable to the policyholder. In this case,",,-4.023852348327637,-2.1097898483276367,-1.5472899675369263,-4.133227348327637,-1.6254149675369263,-1.7660399675369263,-7.656664848327637,-9.715258598327637
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
The answer is yes. The term ""first responder"" is not commonly used in everyday conversation. In this context, it is likely that the insurance company will interpret the term to mean a police officer or other",,-3.8482837677001953,-2.0294008255004883,-1.5059634447097778,-4.310650825500488,-1.8965884447097778,-1.8419009447097778,-7.466900825500488,-9.310650825500488
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The answer is yes. The term ""first responder"" is commonly understood to refer to emergency responders such as police officers, firefighters, and paramedics. It is not commonly understood to refer to anyone who responds to a situation, including",,-3.7991394996643066,-1.9788269996643066,-1.3772644996643066,-4.346014499664307,-1.9866394996643066,-1.8225769996643066,-7.533514499664307,-9.478826522827148
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",controversial, yes," yes.
The answer is yes. The term ""first responder"" is not a technical term in the insurance industry, and the insurance policy does not define it. In the absence of a definition, the term",,-3.871969699859619,-1.9969698190689087,-1.3719698190689087,-4.489157199859619,-2.098532199859619,-1.9110323190689087,-7.426657199859619,-9.262595176696777
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, No," No.
The answer is ""No"" because the term ""leaking"" is not used in the policy. The term ""leaking"" is not used in the policy, and the term ""leaking"" is not used in the policy. The term ""leaking"" is not used in the policy, and the",,-3.581650733947754,-2.2164130210876465,-1.950788140296936,-3.4664130210876465,-1.239850640296936,-1.755475640296936,-8.091413497924805,-10.607038497924805
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",unambiguous_covered, No," No.
The answer is ""No"" because the term ""leaking"" is not used in the policy. The term ""leaking"" is not used in the policy, but the term ""leaking"" is not used in the policy. The term ""leaking"" is not used in the policy, but the",,-3.39345645904541,-2.03408145904541,-1.6668938398361206,-3.58876895904541,-1.4793938398361206,-1.8465813398361206,-7.70595645904541,-10.10048770904541
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",controversial, No," No.
The answer is ""No"" because the term ""leaking"" is not used in the policy. The term ""leaking"" is not used in the policy, and the term ""leaking"" is not used in the policy. The term ""leaking"" is not used in the policy, and the",,-3.3127543926239014,-1.9377543926239014,-1.7658793926239014,-3.5158793926239014,-1.3205668926239014,-1.9065043926239014,-8.07056713104248,-10.73462963104248
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
The answer is yes. The term ""heating installation"" is a common noun, and the insurance policy defines ""Escape of Oil"" as damage caused by oil leaking from a fixed oil-fired heating installation. The term ""heating installation"" is not ambiguous, and Mariam's portable oil lamp is not a",,-4.001906394958496,-2.1386401653289795,-1.3886401653289795,-4.232390403747559,-1.6073901653289795,-1.6230151653289795,-7.802702903747559,-10.400359153747559
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The answer is yes. The term ""heating installation"" is a common-sense term that would include a fixed oil-fired heater. The term ""fixed"" is used to distinguish it from a portable heater. The term ""heating installation"" would not include a portable heater, but it would include a fixed",,-3.6796157360076904,-1.8827407360076904,-1.0389907360076904,-4.5389909744262695,-2.0936782360076904,-1.9296157360076904,-7.6874284744262695,-10.22649097442627
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",controversial, yes," yes.
The answer is yes. The term ""heating installation"" is a common noun, and the lamp is a heating installation. The term ""oil-fired"" is an adjective modifying the noun ""heating installation."" The term ""fixed"" is an adjective modifying the noun ""heating installation."" The term ""oil",,-3.9384565353393555,-2.0807788372039795,-1.2917163372039795,-4.315154075622559,-1.7292163372039795,-1.6823413372039795,-7.776091575622559,-10.338591575622559
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, No," No.
The key to this question is the word ""sudden"". The dictionary defines ""sudden"" as ""happening or done quickly, without warning or preparation."" The dictionary also defines ""unforeseen"" as ""not expected or anticipated."" The key to the question is the word ""sudden"". The",,-3.353588819503784,-2.580151319503784,-2.017651319503784,-3.259838819503784,-1.3692138195037842,-1.6660888195037842,-7.759839057922363,-10.138745307922363
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insurance—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The answer is yes. The phrase ""sudden, unforeseen"" is a compound adjective that modifies the noun ""flow of water."" The word ""sudden"" is an adverb that modifies the verb ""burst,"" and the word ""unforeseen"" is an adverb that modifies the verb ""burst",,-2.770977735519409,-2.067852735519409,-1.1069152355194092,-4.067852973937988,-2.497540235519409,-2.200665235519409,-7.739727973937988,-9.837384223937988
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insurance—yes or no? Final answer is:",controversial, yes," yes.
The answer is yes. The key to this question is the word ""sudden"". The word ""sudden"" is understood to mean ""without warning"" or ""unexpected"". The pipe leaking for several hours is not sudden or unforeseen. The word ""sudden"" is used to indicate that the damage was",,-3.0139565467834473,-2.1687607765197754,-1.4109482765197754,-3.7312607765197754,-1.8953232765197754,-1.8484482765197754,-7.723448276519775,-9.828916549682617
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, yes," yes.
The answer is yes. The term ""flow of water"" is understood to mean a sudden, unforeseen flow of water, not a gradual or steady flow. The leak in the bowl is a sudden, unforeseen flow of water, so Miranda is covered by the insurance policy. The fact that the leak was",,-3.6217117309570312,-1.9576491117477417,-1.0904616117477417,-4.442024230957031,-2.1998367309570312,-1.8482741117477417,-7.848274230957031,-9.836555480957031
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insurance—yes or no? Final answer is:",unambiguous_covered, yes," yes.
The answer is yes. The term ""flow of water"" is understood to mean a sudden, unforeseen flow of water, not a gradual or steady flow. The washing machine's leak is an unforeseen flow of water, so Miranda is covered. (Note that the insurance policy would not cover damage caused by",,-3.611222267150879,-1.900284767150879,-1.048722267150879,-4.540909767150879,-2.267472267150879,-1.947159767150879,-7.736222267150879,-9.724503517150879
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insurance—yes or no? Final answer is:",controversial, yes," yes.
The answer is yes. The term ""flow of water"" is understood to mean a sudden, unforeseen flow of water, not a gradual or steady flow. The key word is ""sudden."" Miranda's water cooler was leaking steadily, not suddenly. Therefore, the damage was not caused by a ""flow",,-3.5947718620300293,-1.9228968620300293,-1.1338343620300293,-4.368209362030029,-2.1182093620300293,-1.8447718620300293,-7.751021862030029,-9.758834838867188
