title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no, no.,,-4.080787181854248,-2.6283278465270996,-1.93301522731781,-3.9486403465270996,-2.2923903465270996,-1.63614022731781,-4.6361403465271,-5.7455153465271
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no. The insurance company denies Joanne's claim, arguing that the police did not enter Joanne's home because of an emergency or perceived emergency involving Joanne. Rather, the police entered Joanne",,-3.9682748317718506,-2.5854623317718506,-1.7729623317718506,-4.03858757019043,-2.4370248317718506,-1.6792123317718506,-4.60108757019043,-5.65577507019043
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",controversial, no, no.,,-3.9851975440979004,-2.6180100440979004,-1.8445725440979004,-3.9070725440979004,-2.3601975440979004,-1.5789475440979004,-4.5555100440979,-5.7430100440979
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no. The policyholder's home is not damaged by the forced entry, and the policy does not cover damage to the contents of the home.",,-4.0294952392578125,-2.6919803619384766,-1.7388554811477661,-3.9263553619384766,-2.4419803619384766,-1.5357304811477661,-4.856042861938477,-5.988855361938477
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no. The policyholder's home is not damaged by the forced entry, but rather by the burglar. The policyholder's home is not damaged by the police, but rather by the burglar. The policyholder's home is not",,-3.934513568878174,-2.6484832763671875,-1.750045895576477,-3.9687957763671875,-2.5391082763671875,-1.664108395576477,-4.7109832763671875,-5.7656707763671875
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",controversial, no," no. The policyholder's home is not damaged by the forced entry, but rather by the burglar. The policyholder's home is damaged by the burglar, not by the first responder. The",,-3.9337167739868164,-2.6446542739868164,-1.714966893196106,-3.9024667739868164,-2.4493417739868164,-1.558716893196106,-4.964966773986816,-6.074341773986816
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no," no.
The insurance company argues that the oil was not ""leaking"" from a ""fixed oil-fired heating installation"" because the oil was not leaking from the heating installation at all. The oil was leaking from Madison's hand.
Madison argues that the oil was ""leaking"" from the heating installation because the oil",,-4.000153541564941,-2.736118793487549,-1.9158062934875488,-3.931431293487549,-2.361118793487549,-1.6267437934875488,-4.509556293487549,-5.681431293487549
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",unambiguous_covered, no," no.
The insurance company argues that the oil is not ""leaking"" because it is not escaping from the heater. Rather, it is escaping from the oil tank, which is not part of the ""fixed oil-fired heating installation."" The insurance company is correct.
The insurance company's argument is based on the ordinary meaning",,-3.80216121673584,-2.57559871673584,-1.7943488359451294,-3.91153621673584,-2.36466121673584,-1.6615363359451294,-4.50528621673584,-5.63028621673584
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",controversial, no," no. The insurance company argues that the oil did not ""leak"" from the heater, but rather ""escaped"" from the heater. The insurance company argues that ""leak"" and ""escape"" are different words, and that ""escape"" is not covered by the policy.
Madison argues that ""leak",,-3.9843318462371826,-2.6562068462371826,-1.7030818462371826,-4.015582084655762,-2.4296443462371826,-1.5702693462371826,-4.960894584655762,-6.398394584655762
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, no, no.,,-3.898375988006592,-2.788604259490967,-1.7573543787002563,-4.022979259490967,-2.616729259490967,-1.5386043787002563,-4.687041759490967,-6.038604259490967
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",unambiguous_covered, yes, yes.,,-3.802155017852783,-2.606842517852783,-1.5755925178527832,-4.325592517852783,-2.724030017852783,-1.7005925178527832,-4.731842517852783,-5.895905017852783
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",controversial, no, no.,,-3.880750894546509,-2.740125894546509,-1.7010633945465088,-4.11512565612793,-2.646375894546509,-1.5760633945465088,-4.73231315612793,-6.01356315612793
