title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, it," it depends.
The insurance company's definition of ""emergency"" is not the same as the ordinary English speaker's definition of ""emergency."" The insurance company's definition of ""emergency",,-5.554084300994873,-3.1172313690185547,-2.9766063690185547,-5.695356369018555,-3.2422313690185547,-3.5391063690185547,-6.078168869018555,-8.929731369018555
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",unambiguous_covered, it," it depends.
The insurance company argues that the police's entry into Joanne's home was not a ""perceived emergency"" because the police did not actually believe that a burglar was in the house",,-5.56050968170166,-3.060509443283081,-2.998009443283081,-5.63863468170166,-3.216759443283081,-3.607384443283081,-6.04488468170166,-8.54488468170166
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insurance—yes or no? Final answer is:",controversial, it," it depends.
The insurance company's definition of ""emergency"" is not the same as the ordinary English speaker's definition of ""emergency."" The insurance company's definition of ""emergency"" is not the same",,-5.304534435272217,-2.976409435272217,-2.788909435272217,-5.445159435272217,-3.242034435272217,-3.460784435272217,-6.054534435272217,-8.374847412109375
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, it," it depends.
The first thing to note is that the policyholder's home is defined as ""the dwelling and all other buildings and structures attached to the dwelling, including the land on which the dwelling is located."" The",,-4.786049842834473,-2.5985498428344727,-2.7079248428344727,-5.645424842834473,-2.9735498428344727,-3.4266748428344727,-5.903237342834473,-8.371987342834473
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",unambiguous_covered, it," it depends.
The first thing to note is that the policyholder's home is defined as ""the dwelling and all other buildings on the policyholder's land, including the land itself."" The policyholder's land is the land on which the",,-4.936429023742676,-2.702054262161255,-2.920804262161255,-5.514554023742676,-2.889554262161255,-3.467679262161255,-5.928616523742676,-8.444241523742676
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insurance—yes or no? Final answer is:",controversial, it," it depends.
The first thing to note is that the policyholder's home is defined as ""the dwelling and all other buildings and structures attached to the dwelling, including the land on which the dwelling is located",,-4.781098365783691,-2.608966827392578,-2.733966827392578,-5.655841827392578,-2.983966827392578,-3.468341827392578,-5.905841827392578,-8.405841827392578
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""Yes, but only if the oil is kerosene oil.""
The insurance company's definition of ""kerosene oil"" is ""oil leaking from a fixed oil-fired heating installation."" The insurance company's definition of ""fixed oil-fired heating installation"" is ""a heating installation that uses oil as its fuel."" The",,-5.000880241394043,-2.356982469558716,-2.606982469558716,-5.528857231140137,-2.528857469558716,-3.185107469558716,-5.724169731140137,-8.614794731140137
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""Yes, but only if the oil is leaking from a fixed oil-fired heating installation.""
The insurance company's definition of ""fixed oil-fired heating installation"" is: ""an oil-fired heating installation that is permanently installed in a building and that is not portable.""
The insurance company's definition of ""oil"" is: """,,-4.731461524963379,-2.340836763381958,-2.512711763381958,-5.168961524963379,-2.575211763381958,-3.043961763381958,-5.668961524963379,-8.090836524963379
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insurance—yes or no? Final answer is:",controversial," """," ""Yes, but only if the oil is leaking from a fixed oil-fired heating installation.""
The insurance company's definition of ""fixed oil-fired heating installation"" is: ""an oil-fired heating installation that is permanently installed in a building and that is not portable.""
The insurance company's definition of ""oil"" is: """,,-4.576963424682617,-2.3291656970977783,-2.5010406970977783,-4.985415458679199,-2.6416656970977783,-3.0791656970977783,-5.532290458679199,-7.727602958679199
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""Yes, but only if the oil is not ""fixed oil-fired heating installation.""",,-4.707604885101318,-2.394946813583374,-2.332446813583374,-5.082447052001953,-2.801196813583374,-3.269946813583374,-5.613697052001953,-8.043384552001953
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""Yes, but only if the oil is not ""fixed"" oil.""
The insurance company's definition of ""fixed oil"" is ""oil that is not leaking from a fixed oil-fired heating installation."" The insurance company's definition of ""heating installation"" is ""a fixed oil-fired heating installation."" The insurance company's",,-4.644631385803223,-2.3477561473846436,-2.3008811473846436,-5.097756385803223,-2.7852561473846436,-3.2540061473846436,-5.629006385803223,-7.988381385803223
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insurance—yes or no? Final answer is:",controversial," """," ""Yes, but only if the oil is not ""fixed oil-fired heating installation.""",,-4.695499420166016,-2.3986241817474365,-2.3204991817474365,-5.101749420166016,-2.8048741817474365,-3.2736241817474365,-5.632999420166016,-8.031436920166016
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered, it," it depends.
The insurance company will not pay for the damage to Carol's wall unless it can be shown that the damage was caused by a sudden, unforeseen flow of water from an internal source. In this case, the water was leaking from a pipe that had been leaking for several days before Carol noticed it. The",,-4.272989273071289,-2.5550618171691895,-2.8206868171691895,-4.7894368171691895,-2.8519368171691895,-3.6019368171691895,-5.8675618171691895,-8.656623840332031
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insurance—yes or no? Final answer is:",unambiguous_covered, it," it depends.
The insurance company will not pay for the damage to the wall unless it can be shown that the damage was caused by a sudden, unforeseen flow of water from an internal source. In other words, the insurance company will not pay for the damage unless it can be shown that the water flow was caused by",,-4.040387153625488,-2.4144699573516846,-2.7738449573516846,-4.6644697189331055,-2.8363449573516846,-3.7113449573516846,-5.8207197189331055,-8.742594718933105
Escape of Water I,yes_or_no,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insurance—yes or no? Final answer is:",controversial, it," it depends.
The insurance company will not pay for the damage to Carol's wall unless it can be shown that the damage was caused by a sudden, unforeseen flow of water from an internal source. In this case, the water was caused by a burst pipe, and the water was not ""sudden/unforeseen",,-4.15886116027832,-2.5020017623901367,-2.7207517623901367,-4.658251762390137,-2.8457517623901367,-3.5488767623901367,-5.884814262390137,-8.580126762390137
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered," """," ""It depends.""
The insurance company's definition of ""escape of water"" is not the same as the ordinary English speaker's. The insurance company's definition is narrower than the ordinary English speaker's. The insurance company's definition is narrower than the ordinary English speaker's because the insurance company's definition is narrower than the ordinary",,-4.565062522888184,-2.3150627613067627,-2.4869377613067627,-4.611937522888184,-2.8775627613067627,-3.5181877613067627,-5.760375022888184,-7.994750022888184
Escape of Water II,yes_or_no,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insurance—yes or no? Final answer is:",unambiguous_covered," """," ""It depends.""
The insurance company's definition of ""escape of water"" is not the same as the ordinary English speaker's. The insurance company's definition is narrower than the ordinary English speaker's. The insurance company's definition is narrower than the ordinary English speaker's because the insurance company's definition is narrower than the ordinary",,-4.675124168395996,-2.393874406814575,-2.596999406814575,-4.690749168395996,-2.925124406814575,-3.565749406814575,-5.729811668395996,-7.932936668395996
