title,prompt_type,prompt,version,output,output_text,Yes_probs,No_probs,A_probs,B_probs
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how the word ""perceived emergency"" would be understood by ordinary speakers of English, Is Joanne covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,no," no.
These people seem to have totally forgotten that insurance is now offered by all local companies. Anyone who has been injured in a",-1.147288203239441,-0.5221661329269409,-inf,-inf
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how the word ""perceived emergency"" would be understood by ordinary speakers of English, Is Joanne covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,Yes," Yes.
These people seem to have totally forgotten that insurance is now offered by all local companies. Anyone who has been injured in a home being hit by",-0.9593357443809509,-0.6467747092247009,-inf,-inf
Emergency Damages I,yes_or_no,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how the word ""perceived emergency"" would be understood by ordinary speakers of English, Is Joanne covered by the insurance?? Yes or No? Final answer is:",controversial,no," no.
These people seem to have totally forgotten that insurance is now offered by all local companies.
Lawmakers in California raised concerns about the growing prevalence",-1.1351072788238525,-0.5099852085113525,-inf,-inf
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how the word ""first responder"" would be understood by ordinary speakers of English, Is Salma covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,no," no.
These people are after Salma. Their goal is to evict her from her home because of the uncalled for forced entry. Will they take any action? No. And no,",-1.3852120637893677,-0.4474678933620453,-inf,-inf
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how the word ""first responder"" would be understood by ordinary speakers of English, Is Salma covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,no," no.
These people are after Salma. Their goal is to evict her from her home because of the uncalled for forced entry. Will they take any action? No. And what are they going to do when",-1.1655408143997192,-0.5403577089309692,-inf,-inf
Emergency Damages II,yes_or_no,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how the word ""first responder"" would be understood by ordinary speakers of English, Is Salma covered by the insurance?? Yes or No? Final answer is:",controversial,no," no.
These people are after Salma. Their goal is to evict her from her home because of the invasion. I don't understand why they are trying to pull her out",-1.394977331161499,-0.45723313093185425,-inf,-inf
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how the word ""leaking "" would be understood by ordinary speakers of English, Is Madison covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,If,"
If you happen to find out that your home or business is in the middle of a fire, the insurance company will likely be able to help you get back up and running. The fire has already burned to the exterior of your home or business. This means that if the insurance company is able to help you get back",-1.4519792795181274,-0.5142351388931274,-inf,-inf
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how the word ""leaking "" would be understood by ordinary speakers of English, Is Madison covered by the insurance?? Yes or No? Final answer is:",unambiguous_covered,no," no.
It is impossible for Madison to afford an insurance policy covering the entire exterior of her home. As you can imagine, the expense of insurance alone would exceed all of her income. Unfortunately, insurance companies are caught up in the fire of the market and do not care to consider the insurability of their claims.
",-1.420926570892334,-0.4831824004650116,-inf,-inf
Escape of Oil I,yes_or_no,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how the word ""leaking "" would be understood by ordinary speakers of English, Is Madison covered by the insurance?? Yes or No? Final answer is:",controversial,no," no.
It is impossible for an individual to make a claim with their insurance company, so the owner of the home must file a claim with an insurance company. The insurance company may compensate you for the damage to your property.",-1.443007469177246,-0.5052633285522461,-inf,-inf
Escape of Oil II,yes_or_no,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how the word ""heating installation "" would be understood by ordinary speakers of English, Is Mariam covered by the insurance?? Yes or No? Final answer is:",unambiguous_uncovered,no," no.
These people are idiots. Their claims are all very ridiculous. Mariam is covered under the insurance for his home. Mariam is lucky and doesn’t have a fire alarm. He has insurance that covers home damage from ""Escape of Oil."" Mariam has insurance that covers home damage from ""Escape of Oil",-1.4565930366516113,-0.5188488960266113,-inf,-inf
