title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no, no.,,-4.080787182,-2.628327847,-1.933015227,-3.948640347,-2.292390347,-1.636140227,-4.636140347,-5.745515347
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no. The insurance company denies Joanne's claim, arguing that the police did not enter Joanne's home because of an emergency or perceived emergency involving Joanne. Rather, the police entered Joanne",,-3.968274832,-2.585462332,-1.772962332,-4.03858757,-2.437024832,-1.679212332,-4.60108757,-5.65577507
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, no, no.,,-3.985197544,-2.618010044,-1.844572544,-3.907072544,-2.360197544,-1.578947544,-4.555510044,-5.743010044
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no. The policyholder's home is not damaged by the forced entry, and the policy does not cover damage to the contents of the home.",,-4.029495239,-2.691980362,-1.738855481,-3.926355362,-2.441980362,-1.535730481,-4.856042862,-5.988855362
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no. The policyholder's home is not damaged by the forced entry, but rather by the burglar. The policyholder's home is not damaged by the police, but rather by the burglar. The policyholder's home is not",,-3.934513569,-2.648483276,-1.750045896,-3.968795776,-2.539108276,-1.664108396,-4.710983276,-5.765670776
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, no," no. The policyholder's home is not damaged by the forced entry, but rather by the burglar. The policyholder's home is damaged by the burglar, not by the first responder. The",,-3.933716774,-2.644654274,-1.714966893,-3.902466774,-2.449341774,-1.558716893,-4.964966774,-6.074341774
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no," no.
The insurance company argues that the oil was not ""leaking"" from a ""fixed oil-fired heating installation"" because the oil was not leaking from the heating installation at all. The oil was leaking from Madison's hand.
Madison argues that the oil was ""leaking"" from the heating installation because the oil",,-4.000153542,-2.736118793,-1.915806293,-3.931431293,-2.361118793,-1.626743793,-4.509556293,-5.681431293
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, no," no.
The insurance company argues that the oil is not ""leaking"" because it is not escaping from the heater. Rather, it is escaping from the oil tank, which is not part of the ""fixed oil-fired heating installation."" The insurance company is correct.
The insurance company's argument is based on the ordinary meaning",,-3.802161217,-2.575598717,-1.794348836,-3.911536217,-2.364661217,-1.661536336,-4.505286217,-5.630286217
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, no," no. The insurance company argues that the oil did not ""leak"" from the heater, but rather ""escaped"" from the heater. The insurance company argues that ""leak"" and ""escape"" are different words, and that ""escape"" is not covered by the policy.
Madison argues that ""leak",,-3.984331846,-2.656206846,-1.703081846,-4.015582085,-2.429644346,-1.570269346,-4.960894585,-6.398394585
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, no, no.,,-3.898375988,-2.788604259,-1.757354379,-4.022979259,-2.616729259,-1.538604379,-4.687041759,-6.038604259
