title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, it," it depends.
The insurance company's definition of ""emergency"" is not the same as the ordinary English speaker's definition of ""emergency."" The insurance company's definition of ""emergency",,-5.554084301,-3.117231369,-2.976606369,-5.695356369,-3.242231369,-3.539106369,-6.078168869,-8.929731369
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, it," it depends.
The insurance company argues that the police's entry into Joanne's home was not a ""perceived emergency"" because the police did not actually believe that a burglar was in the house",,-5.560509682,-3.060509443,-2.998009443,-5.638634682,-3.216759443,-3.607384443,-6.044884682,-8.544884682
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, it," it depends.
The insurance company's definition of ""emergency"" is not the same as the ordinary English speaker's definition of ""emergency."" The insurance company's definition of ""emergency"" is not the same",,-5.304534435,-2.976409435,-2.788909435,-5.445159435,-3.242034435,-3.460784435,-6.054534435,-8.374847412
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, it," it depends.
The first thing to note is that the policyholder's home is defined as ""the dwelling and all other buildings and structures attached to the dwelling, including the land on which the dwelling is located."" The",,-4.786049843,-2.598549843,-2.707924843,-5.645424843,-2.973549843,-3.426674843,-5.903237343,-8.371987343
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, it," it depends.
The first thing to note is that the policyholder's home is defined as ""the dwelling and all other buildings on the policyholder's land, including the land itself."" The policyholder's land is the land on which the",,-4.936429024,-2.702054262,-2.920804262,-5.514554024,-2.889554262,-3.467679262,-5.928616524,-8.444241524
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, it," it depends.
The first thing to note is that the policyholder's home is defined as ""the dwelling and all other buildings and structures attached to the dwelling, including the land on which the dwelling is located",,-4.781098366,-2.608966827,-2.733966827,-5.655841827,-2.983966827,-3.468341827,-5.905841827,-8.405841827
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered," """," ""Yes, but only if the oil is kerosene oil.""
The insurance company's definition of ""kerosene oil"" is ""oil leaking from a fixed oil-fired heating installation."" The insurance company's definition of ""fixed oil-fired heating installation"" is ""a heating installation that uses oil as its fuel."" The",,-5.000880241,-2.35698247,-2.60698247,-5.528857231,-2.52885747,-3.18510747,-5.724169731,-8.614794731
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered," """," ""Yes, but only if the oil is leaking from a fixed oil-fired heating installation.""
The insurance company's definition of ""fixed oil-fired heating installation"" is: ""an oil-fired heating installation that is permanently installed in a building and that is not portable.""
The insurance company's definition of ""oil"" is: """,,-4.731461525,-2.340836763,-2.512711763,-5.168961525,-2.575211763,-3.043961763,-5.668961525,-8.090836525
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial," """," ""Yes, but only if the oil is leaking from a fixed oil-fired heating installation.""
The insurance company's definition of ""fixed oil-fired heating installation"" is: ""an oil-fired heating installation that is permanently installed in a building and that is not portable.""
The insurance company's definition of ""oil"" is: """,,-4.576963425,-2.329165697,-2.501040697,-4.985415459,-2.641665697,-3.079165697,-5.532290459,-7.727602959
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered," """," ""Yes, but only if the oil is not ""fixed oil-fired heating installation.""",,-4.707604885,-2.394946814,-2.332446814,-5.082447052,-2.801196814,-3.269946814,-5.613697052,-8.043384552
