title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes, yes.,,-2.890833378,-2.384694099,-1.24406898,-3.244069099,-2.119069099,-2.212819099,-7.494069099,-8.634694099
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes, yes.,,-2.826549292,-2.279674292,-1.201549292,-3.326549292,-2.139049292,-2.232799292,-7.50623703,-8.53748703
Emergency Damages I,Yes/No,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, is Joanne covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes, yes.,,-2.904524088,-2.342024088,-1.248274088,-3.388899088,-2.123274088,-2.217024088,-7.490461349,-8.420148849
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes, yes.,,-2.697159052,-2.165909052,-1.056534052,-3.884659052,-2.603409052,-2.540909052,-7.704971313,-8.642471313
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes, yes.,,-2.714631796,-2.167756796,-1.027131796,-3.777131796,-2.511506796,-2.417756796,-7.675569534,-8.558382034
Emergency Damages II,Yes/No,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes, yes.,,-2.72884798,-2.133210897,-1.055085897,-3.914460897,-2.601960897,-2.586335897,-7.656648636,-8.609773636
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes," yes.
The key point here is that the insurance policy defines ""Escape of Oil"" as ""oil leaking from a fixed oil-fired heating installation."" The policy does not define ""leaking"" in a way that would include the use of the word ""leak."" The policy's definition of ""Escape of Oil"" is",,-3.107262373,-2.306191206,-0.993691266,-3.821816206,-2.368691206,-2.181191206,-7.845253944,-8.985878944
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_covered, yes," yes.
The insurance policy defines ""Escape of Oil"" as ""oil leaking from a fixed oil-fired heating installation."" The policy also defines ""fixed"" as ""a part of a heating installation that is permanently attached to the building."" The policy does not define ""leaking"" in terms of the amount of oil that leaks",,-2.934798717,-2.356673717,-0.950423837,-3.653548717,-2.466048717,-2.137923717,-7.739486217,-9.005111694
Escape of Oil I,Yes/No,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",controversial, yes, yes.,,-2.886250973,-2.261991024,-1.027616143,-3.621366024,-2.386991024,-2.215116024,-7.676053524,-8.605741501
Escape of Oil II,Yes/No,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½yes or no? Final answ",unambiguous_uncovered, yes, yes.,,-3.077116966,-2.812042236,-0.983917356,-3.546417236,-2.421417236,-1.905792356,-8.046417236,-8.968292236
